employee_id,age,gender,marital_status,department,job_role,education_level,years_at_company,years_in_role,monthly_salary,salary_hike_pct,job_satisfaction,work_life_balance,environment_satisfaction,overtime,business_travel,num_companies_worked,distance_from_home_km,performance_rating,training_hours_last_year,attrition
EMP0426,24,Male,Single,Finance,Senior Accountant,Graduate,10,6,117374,25,3,2,3,No,No Travel,0,4,3,30,No
EMP0427,30,Female,Married,Finance,Financial Analyst,Post-Graduate,4,2,91093,21,2,4,3,Yes,Frequently,4,46,3,67,Yes
EMP0428,26,Female,Married,Sales,Sales Executive,Post-Graduate,0,0,67579,15,4,2,4,Yes,No Travel,3,19,3,21,No
EMP0429,24,Male,Married,Technology,Data Analyst,Graduate,7,2,152182,10,3,3,2,No,No Travel,3,15,4,38,Yes
EMP0430,33,Male,Single,Operations,Team Lead,Graduate,1,1,57622,3,3,2,4,No,No Travel,0,50,3,5,Yes
EMP0431,53,Male,Married,Finance,Accounts Executive,Post-Graduate,10,2,126259,25,3,2,2,Yes,No Travel,6,49,3,77,Yes
EMP0432,38,Male,Married,Sales,Account Manager,Post-Graduate,9,0,102225,19,3,2,4,No,Rarely,7,25,2,7,No
EMP0433,53,Male,Married,HR,Talent Acquisition Specialist,Post-Graduate,14,1,96444,9,1,1,3,No,No Travel,1,12,3,62,No
EMP0434,55,Male,Married,Technology,Tech Lead,Post-Graduate,12,5,180496,22,1,3,4,Yes,Rarely,0,39,3,76,No
EMP0435,23,Male,Married,Operations,Operations Manager,Post-Graduate,9,4,85966,14,4,1,4,No,Frequently,6,26,4,75,Yes
EMP0436,26,Female,Divorced,HR,HR Executive,Post-Graduate,10,1,85640,24,3,2,2,Yes,No Travel,7,28,3,8,Yes
EMP0437,35,Male,Single,Sales,Business Development Manager,Graduate,12,4,112819,13,1,3,2,Yes,Frequently,5,1,2,68,No
EMP0438,36,Male,Married,Finance,Finance Manager,Post-Graduate,12,5,130992,21,4,3,4,No,Rarely,3,59,3,77,No
EMP0439,42,Female,Single,Technology,DevOps Engineer,Post-Graduate,12,1,179906,12,4,3,1,No,Frequently,4,34,4,19,No
EMP0440,42,Male,Married,Finance,Senior Accountant,Post-Graduate,0,0,78976,15,4,3,4,Yes,Rarely,5,37,4,60,No
EMP0441,57,Male,Married,Finance,Finance Manager,Graduate,14,5,127397,14,1,3,2,No,Frequently,0,14,4,71,Yes
EMP0442,46,Male,Single,Finance,Senior Accountant,Graduate,8,6,109751,19,4,1,4,No,Frequently,0,50,3,66,No
EMP0443,55,Male,Married,Technology,Tech Lead,Graduate,3,1,123961,8,3,4,3,No,Rarely,1,4,4,45,No
EMP0444,32,Female,Married,Sales,Business Development Manager,Post-Graduate,7,2,100365,9,3,4,4,No,Rarely,1,55,3,23,No
EMP0445,48,Male,Married,Finance,Accounts Executive,Graduate,8,0,117396,24,3,3,3,Yes,Rarely,7,39,3,42,No
EMP0446,41,Male,Married,Sales,Account Manager,Graduate,5,1,92249,17,3,3,3,No,Rarely,2,32,3,16,No
EMP0447,39,Male,Married,Sales,Business Development Manager,Post-Graduate,13,4,120566,19,3,4,3,No,Frequently,4,4,4,22,No
EMP0448,30,Female,Married,Sales,Business Development Manager,Graduate,12,6,120859,9,4,1,2,Yes,Rarely,3,29,4,51,No
EMP0449,22,Male,Married,HR,HR Business Partner,Post-Graduate,15,4,98407,19,3,3,3,No,Rarely,2,10,3,70,No
EMP0450,28,Male,Married,Sales,Sales Executive,Graduate,6,4,85434,9,4,2,4,Yes,Rarely,3,40,3,33,No
EMP0451,56,Female,Married,Technology,DevOps Engineer,Graduate,9,4,159444,12,3,3,3,Yes,No Travel,3,38,4,39,No
EMP0452,23,Male,Married,Operations,Process Associate,Post-Graduate,3,3,61930,17,4,3,2,No,Rarely,5,30,2,35,No
EMP0453,58,Female,Single,Sales,Sales Lead,Doctorate,5,5,91728,18,3,1,3,Yes,No Travel,0,22,3,73,No
EMP0454,37,Female,Married,Sales,Sales Executive,Post-Graduate,14,0,115682,4,4,4,2,Yes,Rarely,2,28,4,39,No
EMP0455,43,Male,Married,Technology,DevOps Engineer,Graduate,11,5,176321,14,2,2,2,Yes,Rarely,2,33,3,14,No
EMP0456,45,Female,Married,HR,HR Executive,Post-Graduate,13,1,103011,8,3,2,3,Yes,Rarely,5,21,3,62,No
EMP0457,29,Male,Single,Finance,Accounts Executive,Graduate,11,5,125217,24,4,4,2,Yes,Frequently,3,19,3,14,No
EMP0458,24,Female,Single,Technology,Tech Lead,Graduate,6,1,139284,13,2,4,3,Yes,Rarely,7,36,2,5,No
EMP0459,44,Female,Divorced,Operations,Operations Manager,Graduate,3,2,54133,16,3,3,3,Yes,No Travel,2,41,4,72,No
EMP0460,28,Female,Married,HR,HR Manager,Post-Graduate,0,0,63882,7,3,3,4,No,No Travel,3,20,3,44,No
EMP0461,50,Female,Married,Technology,Tech Lead,Post-Graduate,14,6,175205,5,2,2,2,No,Rarely,7,56,3,13,Yes
EMP0462,49,Female,Married,Operations,Operations Analyst,Post-Graduate,11,0,86531,21,3,2,3,Yes,No Travel,1,21,1,72,No
EMP0463,23,Male,Single,Technology,QA Engineer,Graduate,7,4,151254,11,3,2,4,No,Frequently,2,43,3,35,No
EMP0464,52,Male,Single,Finance,Senior Accountant,Post-Graduate,15,1,135053,5,4,2,3,No,Frequently,2,11,3,32,Yes
EMP0465,58,Male,Divorced,Operations,Operations Manager,Graduate,13,2,93216,24,4,2,3,Yes,Rarely,6,3,3,43,No
EMP0466,52,Male,Married,Technology,DevOps Engineer,Graduate,4,2,133318,22,4,1,1,No,Rarely,1,31,3,12,No
EMP0467,58,Female,Married,Sales,Business Development Manager,Post-Graduate,14,4,120335,11,2,4,2,Yes,Frequently,6,20,4,22,Yes
EMP0468,47,Male,Single,Operations,Operations Analyst,Graduate,8,3,69153,9,3,1,2,Yes,Rarely,4,30,3,50,Yes
EMP0469,54,Female,Married,Operations,Process Associate,Graduate,14,4,93541,16,2,2,1,Yes,Rarely,6,36,3,62,Yes
EMP0470,54,Male,Single,Finance,Finance Manager,Graduate,1,1,81364,17,4,1,1,Yes,Rarely,6,57,3,75,Yes
EMP0471,53,Male,Married,Sales,Business Development Manager,Post-Graduate,8,5,94712,21,4,2,4,No,Rarely,2,31,4,46,No
EMP0472,39,Male,Married,Technology,QA Engineer,Post-Graduate,9,5,154973,10,4,2,2,Yes,Rarely,3,60,3,50,Yes
EMP0473,47,Male,Married,Sales,Sales Lead,Post-Graduate,9,1,101526,14,3,3,3,Yes,Rarely,2,9,3,7,No
EMP0474,37,Female,Married,Operations,Operations Manager,Graduate,7,5,74629,20,1,2,3,No,No Travel,3,18,4,21,Yes
EMP0475,39,Female,Married,Operations,Operations Analyst,Post-Graduate,8,2,75651,16,4,4,2,Yes,Rarely,7,37,1,49,No
EMP0476,28,Male,Married,Technology,Tech Lead,Graduate,15,4,178541,23,4,3,3,No,Frequently,6,49,4,71,No
EMP0477,55,Male,Single,Sales,Account Manager,Graduate,3,2,85242,22,4,3,3,No,Frequently,5,60,2,2,No
EMP0478,23,Male,Married,Finance,Finance Manager,Graduate,4,4,87184,4,4,3,2,Yes,Rarely,4,18,3,1,No
EMP0479,24,Female,Married,Operations,Operations Manager,Doctorate,11,2,88626,19,2,3,3,Yes,Rarely,0,3,3,10,No
EMP0480,57,Female,Single,Operations,Team Lead,Graduate,2,2,51009,12,3,2,3,No,No Travel,6,18,4,6,No
EMP0481,35,Female,Married,Operations,Operations Manager,Graduate,8,1,84111,7,2,4,3,No,Frequently,5,41,3,70,No
EMP0482,27,Female,Single,Technology,Data Analyst,Doctorate,11,6,170987,11,4,3,2,No,Frequently,2,5,4,66,Yes
EMP0483,49,Female,Married,Sales,Business Development Manager,Graduate,13,2,123005,12,1,4,3,No,No Travel,0,26,4,56,No
EMP0484,30,Male,Single,Sales,Business Development Manager,Post-Graduate,1,1,77231,11,4,3,3,No,No Travel,4,24,3,54,No
EMP0485,30,Female,Married,Finance,Finance Manager,Post-Graduate,15,4,137437,11,3,1,2,No,Frequently,3,26,3,27,No
EMP0486,47,Male,Married,Sales,Sales Executive,Graduate,1,1,76630,3,1,3,1,No,Frequently,1,21,3,11,No
EMP0487,33,Male,Married,Operations,Team Lead,Graduate,3,3,64090,17,4,4,2,Yes,Rarely,1,29,3,73,No
EMP0488,41,Male,Married,Technology,QA Engineer,Graduate,5,5,125626,18,4,2,2,Yes,Frequently,7,47,2,35,Yes
EMP0489,49,Male,Married,Finance,Accounts Executive,Post-Graduate,9,2,115538,20,1,2,1,Yes,Rarely,4,37,4,31,No
EMP0490,25,Male,Married,Sales,Sales Lead,Post-Graduate,1,1,68711,14,3,3,3,No,Rarely,2,42,3,60,No
EMP0491,35,Male,Married,Technology,Software Engineer,Post-Graduate,12,6,182949,18,3,3,2,No,No Travel,7,38,4,63,Yes
EMP0492,29,Female,Single,Sales,Account Manager,Post-Graduate,8,5,105315,22,3,3,4,No,Frequently,0,33,4,14,No
EMP0493,39,Female,Married,Sales,Business Development Manager,Graduate,4,4,87904,9,4,3,3,Yes,Rarely,4,43,3,23,No
EMP0494,47,Male,Married,Finance,Financial Analyst,Post-Graduate,1,1,73542,8,3,3,1,Yes,No Travel,2,60,3,70,No
EMP0495,52,Male,Single,Finance,Accounts Executive,Post-Graduate,12,4,125727,9,4,2,2,No,Rarely,4,52,3,10,Yes
EMP0496,33,Male,Married,Operations,Operations Manager,Graduate,13,3,91016,19,1,3,3,No,Rarely,0,8,1,24,No
EMP0497,25,Female,Divorced,Operations,Process Associate,Post-Graduate,5,0,73892,10,3,3,3,Yes,Frequently,6,29,2,75,Yes
EMP0498,48,Female,Married,Finance,Finance Manager,Post-Graduate,7,2,103182,14,4,4,3,No,Frequently,1,18,2,79,No
EMP0499,29,Female,Married,Technology,Tech Lead,Graduate,4,0,133432,15,4,3,3,No,Frequently,4,44,3,58,Yes
EMP0500,24,Female,Married,Technology,DevOps Engineer,Post-Graduate,8,6,151107,7,1,2,2,Yes,Rarely,1,57,4,27,Yes
EMP0501,38,Female,Married,Sales,Account Manager,Post-Graduate,12,6,121339,13,4,1,3,No,Rarely,4,49,3,61,No
EMP0502,44,Male,Married,Finance,Finance Manager,Graduate,12,3,125709,13,3,2,4,Yes,No Travel,2,16,3,35,No
EMP0503,56,Male,Married,HR,Talent Acquisition Specialist,Graduate,15,0,92774,17,3,4,3,No,Frequently,2,47,3,17,No
EMP0504,22,Male,Married,Operations,Operations Manager,Post-Graduate,15,6,96082,14,2,3,2,No,No Travel,4,39,2,14,No
EMP0505,23,Female,Single,Technology,Software Engineer,Graduate,8,3,146730,6,4,4,3,Yes,Frequently,3,53,3,77,No
EMP0506,54,Male,Divorced,Technology,QA Engineer,Graduate,10,6,166762,25,4,2,1,Yes,No Travel,1,5,3,28,No
EMP0507,34,Male,Married,Finance,Accounts Executive,Post-Graduate,15,3,128985,6,3,3,3,No,Rarely,2,52,3,17,No
EMP0508,22,Female,Single,Sales,Sales Executive,Graduate,13,0,124531,10,1,2,2,No,Rarely,5,28,3,40,Yes
EMP0509,28,Female,Single,Finance,Financial Analyst,Graduate,9,3,122399,7,2,2,1,Yes,Rarely,6,53,3,26,No
EMP0510,26,Female,Single,Technology,Tech Lead,Graduate,3,3,117310,7,3,3,4,No,No Travel,5,57,4,40,Yes
EMP0511,34,Male,Married,Technology,QA Engineer,Graduate,2,0,115824,11,4,2,3,No,Frequently,0,60,3,35,No
EMP0512,40,Male,Married,Sales,Account Manager,Graduate,2,2,75757,5,4,2,1,No,Rarely,6,59,3,58,Yes
EMP0513,35,Female,Single,Operations,Operations Manager,Post-Graduate,4,4,66213,10,3,2,3,No,No Travel,4,15,3,31,No
EMP0514,24,Male,Single,Finance,Senior Accountant,Post-Graduate,0,0,72868,21,2,3,2,No,No Travel,5,3,3,76,Yes
EMP0515,45,Male,Married,Operations,Operations Analyst,Doctorate,11,3,91554,11,2,2,1,No,Rarely,2,11,3,63,No
EMP0516,38,Female,Married,HR,Talent Acquisition Specialist,Graduate,0,0,55200,25,1,3,2,Yes,Frequently,1,3,4,46,No
EMP0517,54,Female,Divorced,Sales,Sales Lead,Graduate,2,2,81220,12,4,4,2,No,Rarely,0,31,1,20,No
EMP0518,54,Male,Married,Sales,Sales Executive,Graduate,5,4,88471,12,4,1,3,No,No Travel,4,51,3,61,No
EMP0519,58,Male,Married,Operations,Operations Analyst,Post-Graduate,1,1,50677,24,2,4,2,No,No Travel,2,10,4,46,No
EMP0520,35,Female,Married,Finance,Senior Accountant,Post-Graduate,2,2,75254,13,4,1,3,Yes,No Travel,1,29,3,71,No
EMP0521,41,Male,Married,Technology,Data Analyst,Doctorate,11,4,175029,21,3,3,3,No,Rarely,4,60,3,67,No
EMP0522,30,Female,Single,Sales,Sales Executive,Graduate,14,1,123044,25,1,4,3,Yes,No Travel,2,8,3,67,Yes
EMP0523,40,Male,Divorced,HR,HR Business Partner,Graduate,10,2,90586,13,3,1,4,Yes,Rarely,1,21,3,79,No
EMP0524,39,Female,Married,Operations,Operations Manager,Post-Graduate,6,2,70949,14,2,3,3,Yes,Rarely,6,55,4,9,No
EMP0525,47,Male,Married,Sales,Business Development Manager,Post-Graduate,6,0,98056,13,3,2,1,No,Rarely,1,4,2,24,No
EMP0526,31,Female,Divorced,Sales,Account Manager,Graduate,7,2,101634,12,3,4,1,Yes,Rarely,3,57,3,62,No
EMP0527,47,Female,Divorced,Operations,Operations Manager,Post-Graduate,9,3,83067,11,2,2,2,Yes,No Travel,7,42,3,23,No
EMP0528,36,Male,Single,Operations,Operations Analyst,Graduate,9,1,76137,13,3,2,4,Yes,Frequently,3,35,4,72,No
EMP0529,37,Female,Single,Finance,Financial Analyst,Post-Graduate,13,1,122626,16,4,2,1,No,No Travel,4,14,4,14,No
EMP0530,55,Female,Single,Sales,Sales Executive,Post-Graduate,6,0,86454,22,3,3,4,No,Rarely,2,13,3,6,No
EMP0531,57,Male,Married,Operations,Team Lead,Post-Graduate,8,6,73694,14,4,2,3,No,Rarely,5,14,3,51,No
EMP0532,26,Female,Single,Finance,Senior Accountant,Graduate,10,1,118449,9,2,2,3,No,No Travel,7,21,4,53,No
EMP0533,30,Female,Married,Technology,Data Analyst,Post-Graduate,0,0,99930,23,2,2,2,No,No Travel,7,44,3,66,Yes
EMP0534,27,Female,Single,Sales,Sales Lead,Post-Graduate,13,6,112564,15,4,4,1,No,Frequently,2,33,2,3,No
EMP0535,32,Male,Divorced,Finance,Finance Manager,Graduate,3,0,89752,13,1,3,3,No,Rarely,1,37,3,20,No
EMP0536,47,Male,Married,Operations,Process Associate,Graduate,3,3,63810,7,1,2,3,No,No Travel,6,15,4,41,Yes
EMP0537,49,Female,Single,Sales,Sales Lead,Graduate,2,0,68187,20,1,2,4,No,Rarely,4,41,4,69,Yes
EMP0538,56,Male,Married,Finance,Financial Analyst,Post-Graduate,2,0,74826,21,3,1,4,Yes,Rarely,5,35,4,7,No
EMP0539,30,Female,Single,Technology,Software Engineer,Graduate,2,2,105145,14,2,2,3,No,Frequently,4,51,3,1,No
EMP0540,33,Female,Single,Sales,Sales Executive,Graduate,4,3,81334,14,1,2,4,No,No Travel,6,17,3,0,No
EMP0541,52,Female,Divorced,Finance,Finance Manager,Post-Graduate,10,1,114364,15,1,3,4,No,No Travel,6,7,4,71,Yes
EMP0542,40,Female,Divorced,Sales,Business Development Manager,Post-Graduate,3,3,72166,25,3,4,3,Yes,Rarely,5,33,3,54,No
EMP0543,22,Male,Married,Finance,Financial Analyst,Graduate,2,2,76402,22,3,3,4,No,Frequently,7,7,3,80,Yes
EMP0544,29,Male,Married,Technology,Data Analyst,Graduate,6,2,132561,12,4,3,4,No,Rarely,2,35,4,32,No
EMP0545,54,Male,Married,Operations,Operations Manager,Graduate,4,0,61692,10,4,4,3,No,Frequently,1,40,3,36,No
EMP0546,51,Female,Married,Finance,Senior Accountant,Graduate,0,0,68025,6,2,3,3,Yes,Rarely,1,23,3,51,Yes
EMP0547,28,Female,Married,Finance,Finance Manager,Graduate,13,6,128925,16,4,3,2,Yes,Frequently,4,52,3,64,No
EMP0548,51,Female,Married,Sales,Business Development Manager,Doctorate,0,0,59494,14,2,1,4,Yes,No Travel,3,23,3,30,Yes
EMP0549,24,Male,Married,Operations,Process Associate,Post-Graduate,11,1,80961,11,2,1,3,No,Rarely,0,53,3,21,No
EMP0550,44,Female,Married,Technology,Tech Lead,Post-Graduate,0,0,105249,4,4,3,3,No,Rarely,1,50,2,37,No
EMP0551,54,Male,Married,Finance,Financial Analyst,Graduate,7,1,99910,4,3,4,3,No,Rarely,4,22,2,16,No
EMP0552,48,Male,Single,Finance,Senior Accountant,Graduate,2,2,82894,13,1,4,2,No,Rarely,1,49,4,34,No
EMP0553,41,Female,Married,Sales,Account Manager,Doctorate,1,1,76840,14,4,1,2,No,Rarely,6,2,3,0,No
EMP0554,35,Female,Married,Finance,Finance Manager,Post-Graduate,1,1,82852,25,3,3,3,Yes,Frequently,3,10,3,30,No
EMP0555,39,Male,Married,Finance,Finance Manager,Graduate,4,3,92235,16,3,3,1,Yes,Rarely,3,48,3,26,No
EMP0556,48,Female,Divorced,Operations,Process Associate,Graduate,13,5,95644,23,2,4,4,Yes,Rarely,7,36,4,27,No
EMP0557,44,Male,Single,HR,Talent Acquisition Specialist,Graduate,1,1,66951,3,3,3,4,No,Rarely,2,32,3,29,No
EMP0558,36,Male,Married,Technology,QA Engineer,Post-Graduate,15,5,180700,24,3,3,3,No,No Travel,3,53,3,74,No
EMP0559,34,Female,Divorced,Sales,Account Manager,Post-Graduate,12,5,117793,14,3,1,3,Yes,Rarely,7,28,4,74,No
EMP0560,40,Female,Single,Sales,Business Development Manager,Graduate,2,0,78078,20,2,3,2,No,Rarely,3,28,3,59,No
EMP0561,45,Female,Married,Finance,Financial Analyst,Post-Graduate,15,4,130727,7,4,4,2,Yes,Rarely,6,17,3,18,No
EMP0562,31,Female,Married,Operations,Team Lead,Doctorate,0,0,50811,20,3,4,2,No,No Travel,5,11,3,64,No
EMP0563,56,Female,Married,HR,HR Manager,Post-Graduate,6,4,75632,5,3,4,2,No,Rarely,6,53,3,39,No
EMP0564,47,Female,Married,Operations,Operations Manager,Graduate,9,6,81217,20,3,2,3,No,Frequently,1,43,3,24,No
EMP0565,31,Female,Divorced,Operations,Process Associate,Doctorate,10,1,77420,22,2,1,1,No,No Travel,1,51,3,51,No
EMP0566,39,Male,Married,Sales,Sales Lead,Post-Graduate,2,2,82696,5,2,1,2,No,Rarely,6,8,3,42,No
EMP0567,51,Female,Single,Technology,Data Analyst,Graduate,14,3,180797,9,3,2,2,No,Rarely,2,49,3,37,No
EMP0568,24,Male,Married,Technology,Software Engineer,Graduate,9,4,153646,18,4,4,4,No,Rarely,3,47,2,66,No
EMP0569,55,Female,Single,Operations,Team Lead,Post-Graduate,8,1,81591,25,3,2,2,Yes,No Travel,0,59,3,52,No
EMP0570,55,Male,Married,Operations,Operations Manager,Post-Graduate,9,6,73703,11,4,4,3,No,No Travel,2,57,3,58,No
EMP0571,48,Male,Married,Technology,QA Engineer,Graduate,14,5,182446,3,3,1,1,No,Rarely,1,5,3,59,No
EMP0572,31,Male,Single,Operations,Process Associate,Post-Graduate,0,0,43147,20,4,4,2,No,Rarely,7,35,4,54,No
EMP0573,58,Male,Married,Sales,Account Manager,Graduate,1,1,71049,22,1,2,4,No,Rarely,4,9,4,37,Yes
EMP0574,41,Male,Single,Technology,Tech Lead,Post-Graduate,5,2,127067,16,3,3,3,Yes,Frequently,3,59,4,66,Yes
EMP0575,27,Male,Single,Sales,Sales Executive,Post-Graduate,14,0,113676,3,3,4,3,No,Frequently,6,44,3,23,No
EMP0576,46,Male,Married,Finance,Finance Manager,Graduate,5,3,90511,4,3,3,3,No,Rarely,0,44,1,12,No
EMP0577,26,Female,Divorced,Finance,Finance Manager,Post-Graduate,10,5,127764,16,4,1,2,No,Frequently,4,33,3,54,No
EMP0578,37,Female,Divorced,Finance,Accounts Executive,Post-Graduate,3,3,87774,10,4,3,3,No,Frequently,2,45,3,3,Yes
EMP0579,40,Male,Married,HR,Talent Acquisition Specialist,Post-Graduate,12,2,101836,5,4,4,2,No,Frequently,1,36,3,61,No
EMP0580,45,Male,Married,Sales,Business Development Manager,Post-Graduate,0,0,59680,17,4,4,2,No,Frequently,3,6,1,38,No
EMP0581,47,Male,Married,Finance,Finance Manager,Graduate,15,5,133637,25,2,2,4,No,Rarely,2,11,3,15,No
EMP0582,48,Female,Married,Sales,Sales Executive,Graduate,9,1,111560,6,3,4,3,No,No Travel,3,27,3,6,No
EMP0583,54,Female,Married,Sales,Business Development Manager,Post-Graduate,1,1,75476,20,3,1,1,No,Rarely,6,33,3,29,No
EMP0584,29,Male,Married,Sales,Sales Executive,Doctorate,9,1,110633,9,3,2,2,No,Rarely,4,51,3,40,No
EMP0585,29,Female,Single,Operations,Team Lead,Graduate,3,3,68482,4,1,3,3,Yes,Rarely,3,39,2,11,No
EMP0586,50,Male,Married,Technology,DevOps Engineer,Graduate,0,0,101512,20,3,3,4,No,No Travel,1,37,3,67,Yes
EMP0587,46,Male,Married,Technology,Data Analyst,Post-Graduate,10,5,165177,3,2,3,4,No,Frequently,6,22,4,30,Yes
EMP0588,31,Male,Married,Finance,Senior Accountant,Graduate,15,6,130595,19,4,4,4,No,Rarely,0,49,3,33,No
EMP0589,55,Male,Married,Sales,Business Development Manager,Graduate,13,2,113488,18,3,3,3,No,Rarely,0,19,3,9,No
EMP0590,23,Female,Married,Sales,Sales Executive,Post-Graduate,15,5,124849,24,2,4,3,No,No Travel,0,52,3,78,No
EMP0591,24,Male,Married,Sales,Account Manager,Post-Graduate,4,4,80722,11,3,2,1,No,Rarely,4,34,4,19,No
EMP0592,25,Male,Divorced,Technology,DevOps Engineer,Post-Graduate,15,6,172187,13,4,3,3,Yes,Frequently,0,16,3,80,Yes
EMP0593,27,Female,Single,Operations,Operations Analyst,Post-Graduate,9,2,87163,10,3,4,4,Yes,Frequently,4,41,3,28,No
EMP0594,47,Male,Married,HR,Talent Acquisition Specialist,Post-Graduate,4,4,78468,7,3,3,2,Yes,Frequently,0,41,3,64,No
EMP0595,38,Male,Single,Operations,Process Associate,Graduate,15,4,89403,16,2,3,3,No,No Travel,7,49,4,9,No
EMP0596,36,Female,Single,Finance,Senior Accountant,Graduate,7,1,109394,19,3,1,1,No,Rarely,0,28,4,62,No
EMP0597,28,Female,Married,Operations,Process Associate,Graduate,9,3,83712,16,3,1,4,Yes,Rarely,0,52,4,60,No
EMP0598,37,Female,Married,Technology,DevOps Engineer,Graduate,1,1,105602,3,2,3,1,Yes,No Travel,3,9,4,63,No
EMP0599,43,Male,Single,Operations,Operations Manager,Post-Graduate,9,2,86725,13,3,4,3,No,No Travel,5,16,3,63,No
EMP0600,49,Female,Single,HR,HR Manager,Post-Graduate,6,3,72215,13,2,3,3,No,Rarely,7,52,2,13,Yes
EMP0601,34,Male,Single,Operations,Operations Analyst,Post-Graduate,3,1,59322,4,1,1,3,Yes,No Travel,6,25,3,29,Yes
EMP0602,27,Female,Divorced,Sales,Account Manager,Post-Graduate,14,6,113390,9,4,3,3,No,Rarely,4,29,3,31,No
EMP0603,29,Female,Divorced,Technology,DevOps Engineer,Graduate,8,0,148954,13,4,1,2,No,Rarely,6,55,4,45,No
EMP0604,46,Male,Married,HR,HR Executive,Post-Graduate,12,5,106821,10,2,4,2,No,Frequently,1,2,3,76,No
EMP0605,54,Female,Married,Technology,Tech Lead,Post-Graduate,14,1,179853,18,3,3,3,No,Rarely,4,25,4,8,No
EMP0606,58,Female,Married,Finance,Financial Analyst,Doctorate,3,3,84446,6,1,3,1,Yes,Rarely,0,1,3,79,Yes
EMP0607,57,Female,Single,Finance,Financial Analyst,Post-Graduate,6,0,104023,7,2,3,2,No,Rarely,1,1,2,59,No
EMP0608,41,Male,Married,HR,HR Business Partner,Post-Graduate,12,2,95745,15,2,3,3,Yes,Rarely,2,50,3,27,No
EMP0609,47,Female,Married,Technology,Software Engineer,Post-Graduate,3,3,122620,12,2,4,2,Yes,Frequently,7,56,3,32,No
EMP0610,58,Female,Married,Technology,DevOps Engineer,Post-Graduate,3,3,123701,18,2,3,1,Yes,Rarely,6,30,3,64,Yes
EMP0611,32,Female,Married,Sales,Sales Lead,Post-Graduate,13,0,117285,18,3,4,1,Yes,Rarely,5,11,2,58,No
EMP0612,36,Female,Married,Finance,Senior Accountant,Post-Graduate,5,0,93171,17,3,4,3,Yes,Rarely,4,11,3,12,No
EMP0613,23,Female,Single,Sales,Business Development Manager,Post-Graduate,11,6,119880,17,3,3,2,Yes,Rarely,4,49,3,2,Yes
EMP0614,22,Male,Single,Operations,Team Lead,Post-Graduate,5,2,74992,25,2,3,2,Yes,No Travel,6,11,3,39,No
EMP0615,50,Female,Married,Operations,Team Lead,Graduate,8,3,70593,10,4,3,4,No,Rarely,7,52,1,15,No
EMP0616,48,Female,Single,Sales,Sales Executive,Post-Graduate,8,0,109614,5,3,3,3,No,Rarely,4,18,2,48,Yes
EMP0617,32,Male,Married,Finance,Finance Manager,Graduate,4,3,91109,8,3,4,2,Yes,Frequently,1,55,4,9,No
EMP0618,46,Male,Married,Operations,Operations Manager,Post-Graduate,10,0,76166,9,4,3,2,No,Rarely,4,56,4,17,No
EMP0619,49,Male,Married,Operations,Operations Manager,Post-Graduate,0,0,50833,20,4,3,2,No,Rarely,6,49,4,38,No
EMP0620,52,Female,Divorced,Technology,Software Engineer,Graduate,14,5,172909,21,1,3,1,Yes,Rarely,6,7,4,15,Yes
EMP0621,46,Female,Married,Finance,Senior Accountant,Doctorate,1,1,84067,17,3,2,4,No,No Travel,2,49,3,8,No
EMP0622,58,Male,Single,Sales,Sales Executive,Post-Graduate,0,0,71805,10,2,2,4,No,Rarely,2,50,3,77,No
EMP0623,29,Female,Divorced,Operations,Process Associate,Post-Graduate,13,0,88762,22,4,2,2,No,Rarely,7,22,2,53,No
EMP0624,43,Female,Married,Technology,DevOps Engineer,Graduate,0,0,95106,11,2,3,4,Yes,Rarely,7,13,3,31,No
EMP0625,40,Female,Married,Technology,Data Analyst,Doctorate,1,0,106322,22,3,2,2,Yes,No Travel,6,24,2,15,No
EMP0626,46,Female,Single,Operations,Operations Manager,Graduate,4,2,61501,9,3,4,1,Yes,Rarely,5,3,4,32,No
EMP0627,44,Female,Divorced,Technology,QA Engineer,Graduate,2,2,108546,21,2,3,4,Yes,Rarely,4,15,4,67,No
EMP0628,53,Male,Married,HR,Talent Acquisition Specialist,Post-Graduate,1,1,52663,16,2,4,2,No,No Travel,2,34,3,1,No
EMP0629,51,Male,Divorced,Sales,Sales Lead,Graduate,13,0,112896,8,4,3,2,No,Rarely,1,15,3,78,No
EMP0630,22,Female,Single,Technology,Data Analyst,Graduate,13,6,174535,16,4,1,2,Yes,No Travel,7,30,3,74,No
EMP0631,26,Male,Single,Sales,Sales Lead,Graduate,9,6,107352,17,3,4,2,No,Frequently,0,48,3,69,No
EMP0632,28,Male,Single,Finance,Finance Manager,Doctorate,5,3,101675,21,3,4,2,No,No Travel,6,30,4,44,No
EMP0633,37,Male,Divorced,Operations,Operations Manager,Post-Graduate,3,3,60630,19,4,2,3,No,Rarely,2,13,3,18,No
EMP0634,49,Male,Single,Finance,Senior Accountant,Graduate,11,5,133019,12,2,4,3,No,No Travel,0,12,3,16,No
EMP0635,55,Male,Single,Operations,Operations Manager,Graduate,4,3,58462,11,3,4,4,No,Rarely,7,23,4,47,No
EMP0636,56,Male,Married,Sales,Business Development Manager,Graduate,9,0,112529,3,4,2,4,Yes,Rarely,7,56,4,49,No
EMP0637,36,Male,Married,Sales,Account Manager,Graduate,13,4,119149,9,3,2,4,No,No Travel,5,51,4,45,No
